article_id,賃料,敷金 / 保証金,交通,所在地,築年月,その他交通,物件種目,敷金/保証金,敷引,その他一時金,維持費等,権利金,建物名・部屋番号,特記事項,設備,備考,使用部分面積,土地面積,建階/ 階,駐車場,駐輪場,用途地域,契約期間,条件等,更新料,物件番号,情報公開日,飲食店可否,適格請求書発行,リフォーム履歴,リノベーション履歴
64e2d04b3f7cf6132af9cfa9,5.5万円,3ヶ月/なし,【バス】 コトデン　春日川停 停歩1分,香川県高松市春日町,1976年1月(築50年6ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,-,エアコン,,38.30㎡,-,3階建/2階,有　無料　　備考：２台込♪,-,-,2年,-,-,6979866880,2025/06/17,不明,,,
651cc060af1d7279296ecb25,6万円,3ヶ月/なし,高松琴平電鉄志度線 / 瓦町駅 徒歩7分,香川県高松市瓦町１丁目,1969年1月(築57年6ヶ月),高松琴平電鉄琴平線 / 片原町駅 徒歩10分,貸店舗（一部）,3ヶ月/なし,なし,-,-,-,-,-,-,賃貸保証等：加入要 契約時賃料合計の１００％、２年目より年額１００００円の保証委託料が必要です。 現状和室３室と台所があります。 現状のままでの 引渡しとなり、室内の状態は築年数相応で良くないので借主様にて改装工事は必要です。 上下水道料５，０００円／月額（用途により相談）が必要となります。,50.41㎡,-,2階建/2階,なし,-,商業地域,2年,-,なし,6980203924,2025/04/23,不明,,,
653cce171dae78356cd1ee74,6万円,3ヶ月/なし,高松琴平電鉄琴平線 / 栗林公園駅 徒歩13分,香川県高松市今里町１丁目,1981年1月(築45年6ヶ月),高松琴平電鉄琴平線 / 三条駅 徒歩12分 ＪＲ高徳線 / 栗林駅 徒歩15分,貸店舗・事務所(一部),3ヶ月/なし,-,-,-,-,-,土曜日利用可　土日・祝日利用可　飲食店可　最上階,プロパンガス　トイレ,,37.50㎡,-,2階建/2階,有　無料　空き1台,-,近隣商業,2年,-,-,6980419535,2026/04/20,可,,,
653f4bd6e89777535faced84,29.7万円,3ヶ月/なし,高松琴平電鉄琴平線 / 伏石駅 徒歩17分,香川県高松市上天神町,1979年8月(築46年11ヶ月),高松琴平電鉄琴平線 / 太田駅 徒歩24分 高松琴平電鉄琴平線 / 三条駅 徒歩27分,貸店舗・事務所(一部),3ヶ月/なし,-,-,-,-,オフィスビルいずみ東１階,24時間セキュリティー,給湯　プロパンガス　トイレ,賃貸保証等：加入要 加入時家賃１ヶ月、更新年１回￥１０，０００,176.00㎡,-,3階建/1階,"有　5,500円/月",有　無料,-,2年,-,なし,6980438588,2026/01/11,不明,,,
65c9d71ddfbd573fa5601d7a,7.7万円,3ヶ月/なし,高松琴平電鉄琴平線 / 空港通り駅 徒歩70分,香川県高松市香川町川東上,1973年7月(築53年),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,吉田ビル 1階,-,-,賃貸保証等：加入要 全保連株式会社 主要採光面：西向き 室内に照明器具あり。トイレは２階共有。駐車場は店舗前３台。,34.75㎡,公簿 178.51㎡,3階建/1階,有　無料　　備考：店舗前３台,なし,-,2年,-,なし,6981408280,2024/02/12,不明,,,
6606881ee7d24604c2711195,11万円,6ヶ月/なし,ＪＲ高徳線 / 栗林公園北口駅 徒歩8分,香川県高松市中央町,1970年12月(築55年7ヶ月),-,貸店舗（一部）,6ヶ月/なし,なし,-,-,-,津田ビル １階,スケルトン　１フロア１テナント,トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等,74.93㎡,-,3階建/1階,なし,-,-,3年,-,なし,6981907612,2024/04/03,不明,,,
660e5dbfedc6e56a05971a7b,28万円,6ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩7分,香川県高松市今新町,1960年10月(築65年9ヶ月),-,貸店舗（一部）,6ヶ月/なし,なし,-,-,-,巧匠ビル　１・２階,-,エアコン２台以上　ビルトインエアコン　トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 １階：１１７．８７㎡（約３５．６５坪） ２階：１１７．８７㎡（約３５．６５坪）,235.74㎡,-,3階建/1～2階,-,-,-,3年,-,なし,6981965684,2024/04/04,不明,,,
662085d6af472b3b825c1d7d,12.1万円,6ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩2分,香川県高松市常磐町１丁目,1964年2月(築62年5ヶ月),-,貸店舗（一部）,6ヶ月/なし,なし,-,-,-,富士ビル 地下１階,スケルトン,-,賃貸保証等：加入要 ＵＳＥＮ、４Ｃ’ｓ　等 ■退去日の６ヶ月前までに予告。,93.00㎡,-,地上5階地下1階建/B1階,-,-,-,2年,-,なし,6982105483,2024/04/18,不明,,,
6625ffa21c76787b82940ef5,11万円,3ヶ月/なし,ＪＲ予讃線 / 香西駅 徒歩9分,香川県高松市郷東町,1990年4月(築36年3ヶ月),ＪＲ高徳線 / 昭和町駅 徒歩22分,貸店舗・事務所(一部),3ヶ月/なし,-,-,-,-,301,-,-,駐車場１台５．０００円,132.52㎡,-,6階建/3階,-,-,-,3年,-,-,6982142409,2026/03/23,不明,,,
66279c9acfabdb482d0d0275,2万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩3分,香川県高松市常磐町２丁目,1981年1月(築45年6ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩3分 高松琴平電鉄志度線 / 瓦町駅 徒歩6分,貸店舗・事務所(一部),3ヶ月/なし,なし,-,-,-,近藤第２ビル 3F,飲食店可　１フロア１テナント　角部屋　最上階　保証人不要,都市ガス　トイレ,賃貸保証等：加入要 興和アシスト　賃料の５０％,27.25㎡,公簿 36.34㎡,3階建/3階,なし,なし,商業地域,2年,-,-,6982162763,2026/04/03,可,,,
6628b3b9d9cbec77c6d93594,5万円,2ヶ月/なし,高松琴平電鉄琴平線 / 空港通り駅 徒歩29分,香川県高松市香川町大野,1996年11月(築29年8ヶ月),-,貸店舗（一部）,2ヶ月/なし,-,-,"２００Ｖ電気使用料（動力）：11,000円/月",-,飲食店募集　ウイングポート　１Ｆ　２０．７３㎡ 1階一部,スケルトン　土曜日利用可　土日・祝日利用可　飲食店可　大型トラック搬入可　駐車場３台分以上　24時間セキュリティー　耐震構造(新耐震基準)　天井高２.５ｍ以上　バリアフリー　保証人不要　国道沿いに面する,荷積みスペース　無線ＬＡＮ　男女別トイレ　施設内貸会議室　防犯カメラ　敷地内ＡＥＤ有　エレベーター２基以上　エレベーター　人荷用エレベーター　車寄せスペース　ビルトインエアコン　火災警報器（報知機）　インターネット対応　障がい者等用駐車場　内廊下,賃貸保証等：加入要 カーサ賃貸保証、参考賃料１ヵ月 他所在地：ウイングポートショッピングセンター1階一部 ＩＴ重説対応物件 商業施設内フードコート 飲食店 歓迎ジャンル【定食・丼物・うどん・ラーメン・おでん・お好み焼き】 客席スペース使用料　約８０席,20.73㎡,-,2階建/1階,有　無料,有　無料,-,3年,-,なし,6982169493,2026/04/05,可,可,,
662dca5ca7349f768c4d4d6a,10万円,3ヶ月/なし,高松琴平電鉄琴平線 / 太田駅 徒歩4分,香川県高松市太田上町,2000年4月(築26年3ヶ月),高松琴平電鉄琴平線 / 伏石駅 徒歩16分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,駐車場３台分以上,電動シャッター　エアコン　トイレ,賃貸保証等：加入要 初回総賃料の１００％、毎年月額賃料の１０％,69.95㎡,-,1階建/1階,-,-,-,3年,-,なし,6982203865,2025/07/24,不明,,,
665a9a1cda59646e4add9922,7.7万円,2ヶ月/なし,高松琴平電鉄志度線 / 八栗駅 徒歩3分,香川県高松市牟礼町牟礼,1966年1月(築60年6ヶ月),-,貸店舗（一部）,2ヶ月/なし,-,-,-,-,牟礼町牟礼　倉庫 2F,-,-,賃貸保証等：加入要 日本セーフティー株式会社 敷地内に建物２棟（登記上連結）あり、掲載面積・構造はうちの一部となります。,107.05㎡,公簿 291.54㎡,2階建/2階,有　無料　空き2台　　備考：駐車場料：家賃に込み。,-,-,2年,-,なし,6982522056,2024/06/12,不明,,,
6663fef91bce1051d51b1864,4.4万円,2ヶ月/なし,高松琴平電鉄志度線 / 八栗駅 徒歩3分,香川県高松市牟礼町牟礼,1966年1月(築60年6ヶ月),-,貸店舗・事務所(一部),2ヶ月/なし,-,-,-,-,牟礼町牟礼　戸建　２Ｆ和室一部 2F,スケルトン　駐車場２台分,インターネット使用料無料　トイレ,賃貸保証等：加入要 日本セーフティー株式会社 敷地内に建物２棟（登記上連結）あり、掲載面積・構造はうちの一部となります。,107.05㎡,公簿 291.54㎡,2階建/2階,有　無料　空き2台　　備考：駐車場料：家賃に含む。,-,-,2年,-,なし,6982589959,2026/05/11,不明,,,
66c6b7940b0aca787b54d3a7,7万円,2ヶ月/なし,仏生山駅,香川県高松市香川町川東下,1991年2月(築35年5ヶ月),-,貸店舗（一部）,2ヶ月/なし,-,-,-,-,-,-,-,,64.71㎡,-,3階建/2階,-,-,-,2年,-,-,6983279069,2025/10/29,不明,,,
66e8d7e134b4f94bff96b221,8.8万円,3ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩4分,香川県高松市百間町,1991年2月(築35年5ヶ月),高松琴平電鉄志度線 / 瓦町駅 徒歩11分 高松琴平電鉄琴平線 / 高松築港駅 徒歩11分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,ＹＩビル 201,-,都市ガス　動力あり　トイレ,賃貸保証等：加入要 実費,33.75㎡,-,2階建/2階,-,-,-,2年,-,-,6983552043,2026/03/23,不明,,,
66f21d9b20276410821020d6,6.6万円,6ヶ月/なし,高松琴平電鉄志度線 / 瓦町駅 徒歩7分,香川県高松市塩上町３丁目,1995年10月(築30年9ヶ月),-,貸店舗・事務所(一部),6ヶ月/なし,-,-,-,-,クリエイトビル 302,飲食店不可,-,,46.06㎡,-,5階建/3階,-,-,-,2年,-,-,6983618099,2026/03/18,不可,,,
66f5eab3bb872232557dfacb,8.8万円,6ヶ月/なし,高松琴平電鉄琴平線 / 太田駅 徒歩3分,香川県高松市太田上町,1987年9月(築38年10ヶ月),-,貸店舗（一部）,6ヶ月/なし,なし,-,-,-,サントピア８８ 2階部分,-,トイレ２ヶ所,バルコニー：あり 主要採光面：北向き ■賃料は消費税込みの金額です。 ■２階南部分フロア一括貸しまたは分割貸し可能。（本資料の賃料は一括） 専有面積 は前回使用していた方の概算となります。 ■現在２つに分割されています。各賃料応相談。 ■その他設備、業種等お気軽にご相談ください。 ■駐車場は近隣でお探しください。,100.02㎡,公簿 250.51㎡,3階建/2階,なし,なし,近隣商業,2年,-,なし,6983647262,2026/05/27,不明,,,
670378fdb15c5738c792975c,6.6万円,1ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩7分,香川県高松市古新町,1987年1月(築39年6ヶ月),-,貸店舗（一部）,1ヶ月/なし,-,-,-,-,ＷＩＮＤ 202,スケルトン,エレベーター,,24.63㎡,-,地上4階地下1階建/2階,なし,なし,-,2年,-,新賃料 1ヶ月,6983763933,2026/03/02,不明,,,
673304b1b1a9b138a07f12fd,262.7571万円,6ヶ月/なし,高松琴平電鉄志度線 / 春日川駅 徒歩18分,香川県高松市屋島西町,1997年11月(築28年8ヶ月),高松琴平電鉄志度線 / 潟元駅 徒歩20分 高松琴平電鉄志度線 / 沖松島駅 徒歩29分,貸店舗（一部）,6ヶ月/なし,-,-,"電気代：724,847円/月",-,西村ジョイ屋島店　２階北,-,-,西村ジョイ屋島店の２階北側店舗部分となります。 ２階店舗が約８２３坪、１階荷捌き場が約２８．５坪です。 （一部区画のみなど面積調整のご相談可能で す。） 看板設置代、廃棄物処理費等は別途必要となります。 営業可能時間は西村ジョイに準じて、９時～２０時となります。 内見は可能です。,"2,722.96㎡",-,3階建/2階,有　無料,有,準工業　２種住居,3年,-,-,6984166080,2024/11/25,不明,,,
67330cb3c7b82905187c793b,14.971万円,3ヶ月/なし,高松琴平電鉄志度線 / 春日川駅 徒歩18分,香川県高松市屋島西町,1997年11月(築28年8ヶ月),高松琴平電鉄志度線 / 潟元駅 徒歩20分 高松琴平電鉄志度線 / 沖松島駅 徒歩29分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,西村ジョイ屋島店　１階北ＥＶ前,-,-,賃貸保証等：加入要 全保連株式会社。契約時賃料合計の１００％（１か月分）、２年目より１０％の保証委託料が必要です。 西村ジョイ屋島店の１階駐車 場横・エレベーター前の店舗となります。 飲食店、物品販売等に適しています。 看板設置代、水道代、ガス代、電気代、廃棄物処理費等は別途必要となります。 営業可能時間は西村ジョイに準じて、９時～２０時となります。 貸主様にて利用中ですが、内見は可能です。,45.00㎡,-,3階建/1階,有　無料,有,準工業　２種住居,3年,-,なし,6984166252,2024/11/25,不明,,,
673ead7ac3c8d520f9d36c63,15.2295万円,3ヶ月/なし,ＪＲ高徳線 / 栗林公園北口駅 徒歩6分,香川県高松市中野町,1987年9月(築38年10ヶ月),高松琴平電鉄琴平線 / 栗林公園駅 徒歩12分 ＪＲ高徳線 / 栗林駅 徒歩11分,貸店舗・事務所(一部),3ヶ月/なし,-,-,-,-,高松プラザビル ６０３,24時間利用可　土曜日利用可　土日・祝日利用可　ＯＡフロア　リノベーション,男女別トイレ　エレベーター２基以上　エレベーター　給湯　エアコン　冷房　トイレ,ＩＴ重説対応物件,61.04㎡,-,8階建/6階,"有　8,800円/月　　備考：機械式駐車場サイズ　◆全長５０５０ｍｍ以下　◆全幅１８５０ｍｍ以下　◆タイヤ外幅１７００ｍｍ以下　◆全高１５００ｍｍ以下　◆最低地上高１３０ｍｍ以下　◆重量１６００ｋｇ以下",有,-,2年,-,-,1045279598,2024/11/21,不明,,,2017年05月　　内容：ファサード・共用部
6745221d019e3c41c94e53fb,18.15万円,6ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩12分,香川県高松市番町１丁目,1981年9月(築44年10ヶ月),ＪＲ高徳線 / 高松駅 徒歩13分 高松琴平電鉄琴平線 / 片原町駅 徒歩16分,貸店舗（一部）,6ヶ月/なし,-,-,-,-,-,-,エアコン　トイレ,賃貸保証等：加入要 ＪＩＤ　家賃の８０％＋月々２．５％,38.98㎡,-,2階建/1階,なし,なし,-,2年,定期借家,-,6984307793,2025/07/03,不明,,,
674bc7812895ed45f90dfeb2,6.6万円,3ヶ月/なし,高松琴平電鉄志度線 / 潟元駅 徒歩5分,香川県高松市屋島西町,1988年7月(築38年),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,土曜日利用可　土日・祝日利用可　リフォーム　駐車場２台分　角部屋,プロパンガス　火災警報器（報知機）　トイレ,賃貸保証等：加入要 全保連　初回金１年間６６，０００円、以降１年間毎に１万円 主要採光面：東向き 内装は室内の東側半分のみ。ロードサイド、ガラス ウインド。小売店、事務所に適しています。前面駐車場２台分、看板設置可。トイレはバックヤードに和式のものとなります。,64.53㎡,-,1階建/1階,有　無料,-,-,2年,-,-,6984371010,2024/12/01,不明,,■内装：2024年01月　　室内東側部分：壁紙、床材、室内灯,
676a154920ba5422ebdb61c8,10万円,4ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩6分,香川県高松市塩上町,1979年5月(築47年2ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩6分 ＪＲ高徳線 / 栗林駅 徒歩9分,貸店舗（一部）,4ヶ月/なし,-,-,-,-,-,駐車場２台分,都市ガス　エアコン　トイレ,賃貸保証等：加入要 興和アシスト　初回８００００円 主要採光面：東向き 写真にある家具家電類は撤去する物もあります。 契約時に相談。,63.61㎡,-,4階建/1階,有　無料　空き2台,-,-,2年,-,1.10万円,6984626634,2026/01/05,不明,,,
678dbd615146490136a2bcc3,23.5543万円,6ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩7分,香川県高松市中新町,1993年4月(築33年3ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩7分 高松琴平電鉄志度線 / 瓦町駅 徒歩7分,貸店舗・事務所(一部),6ヶ月/なし,-,-,-,-,セントラル高松中新町ビル（旧太陽生命高松中新町ビル） ３０２,-,男女別トイレ　エレベーター２基以上　エレベーター　給湯　トイレ,ＩＴ重説対応物件,74.54㎡,-,地上9階地下1階建/3階,なし,なし,-,2年,-,-,1190779004,2025/01/20,不明,,,
678dbd617f54e65d5a95dbcb,33.1485万円,6ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市塩屋町,1978年9月(築47年10ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩5分 高松琴平電鉄志度線 / 瓦町駅 徒歩5分,貸店舗・事務所(一部),6ヶ月/なし,-,-,"水道料：4,419円/月",-,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ５Ｆ,24時間利用可　土曜日利用可　土日・祝日利用可　リノベーション,男女別トイレ　エレベーター　給湯　エアコン　冷房　トイレ,ＩＴ重説対応物件,132.85㎡,-,7階建/5階,なし,なし,-,2年,-,-,1190778704,2025/01/20,不明,,,2025年04月　　内容：共用部美装！
678dbd617f54e6649ea1dfc1,23.5543万円,6ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩7分,香川県高松市中新町,1993年4月(築33年3ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩7分 高松琴平電鉄志度線 / 瓦町駅 徒歩7分,貸店舗・事務所(一部),6ヶ月/なし,-,-,-,-,セントラル高松中新町ビル（旧太陽生命高松中新町ビル） ２０２,-,男女別トイレ　エレベーター２基以上　エレベーター　給湯　トイレ,ＩＴ重説対応物件,74.54㎡,-,地上9階地下1階建/2階,なし,なし,-,2年,-,-,1190778904,2025/01/20,不明,,,
678dbd617f54e665070e0af6,33.1485万円,6ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市塩屋町,1978年9月(築47年10ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩5分 高松琴平電鉄志度線 / 瓦町駅 徒歩5分,貸店舗・事務所(一部),6ヶ月/なし,-,-,"水道料：4,419円/月",-,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ４Ｆ,24時間利用可　土曜日利用可　土日・祝日利用可　リノベーション,男女別トイレ　エレベーター　給湯　エアコン　冷房　トイレ,ＩＴ重説対応物件,132.85㎡,-,7階建/4階,なし,なし,-,2年,-,-,1190778604,2025/01/20,不明,,,2025年04月　　内容：共用部美装！
67a47b12991eeb6eed4aac18,35万円,6ヶ月/なし,高松琴平電鉄琴平線 / 伏石駅 徒歩24分,香川県高松市林町,1995年8月(築30年11ヶ月),-,貸店舗（一括）,6ヶ月/なし,-,-,-,-,-,スケルトン　24時間利用可　土日・祝日利用可　１フロア１テナント　駐車場３台分以上　国道沿いに面する,トイレ,ロードサイド店舗,223.90㎡,-,1階建,有　無料　空き6台,なし,-,3年,-,なし,6985116005,2026/03/30,不明,,,
67ba76203e48c91c26797ad3,17万円,なし/なし,高松琴平電鉄志度線 / 春日川駅 徒歩27分,香川県高松市屋島西町,1984年9月(築41年10ヶ月),高松琴平電鉄志度線 / 潟元駅 徒歩22分,貸店舗（一括）,なし/なし,-,-,-,-,-,居抜き　飲食店可　駐車場３台分以上　保証人不要,オープンキッチン　室内洗濯機置場　洗濯機置場　トイレ２ヶ所　トイレ,賃貸保証等：加入要 オリコフォレントインシュア,132.48㎡,-,2階建,有　無料　空き4台　　備考：４～６台可能,-,１種中高,2年,-,-,6985334520,2025/02/23,可,可,,
67c006c873b679516875e115,4.5万円,6ヶ月/なし,ＪＲ高徳線 / 栗林公園北口駅 徒歩11分,香川県高松市宮脇町１丁目,1980年8月(築45年11ヶ月),-,貸店舗（一部）,6ヶ月/なし,なし,-,-,-,宮脇町ビル 東,飲食店可,トイレ,賃貸保証等：加入要 興和アシスト、ＵＳＥＮ　等,44.19㎡,-,2階建/1階,なし,-,-,3年,-,なし,6985381940,2025/02/28,可,,,
67f20f823d177354830cb311,13.2万円,3ヶ月/なし,ＪＲ高徳線 / 昭和町駅 徒歩9分,香川県高松市扇町２丁目,1970年1月(築56年6ヶ月),ＪＲ予讃線 / 高松駅 徒歩17分 高松琴平電鉄琴平線 / 瓦町駅 徒歩20分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,１F,飲食店可,都市ガス,賃貸保証等：加入要 初回賃料総額８０％、更新料毎年賃料総額１０％,135.25㎡,-,3階建/1階,なし,なし,商業地域,2年,-,-,6985872804,2026/05/16,可,,,
680f3150c8d81631e329df64,51.4272万円,3ヶ月/なし,高松琴平電鉄志度線 / 春日川駅 徒歩18分,香川県高松市屋島西町,1997年11月(築28年8ヶ月),高松琴平電鉄志度線 / 潟元駅 徒歩20分 高松琴平電鉄志度線 / 沖松島駅 徒歩29分,貸店舗（一部）,3ヶ月/なし,-,-,"電気代：188,566円/月",-,西村ジョイ屋島店　１階テナント　Ｃ区画,-,-,賃貸保証等：加入要 全保連株式会社。契約時賃料合計の１００％（１か月分）、２年目より１０％の保証委託料が必要です。 西村ジョイ屋島店の１階店舗 内　Ｃ区画のテナントとなります。 Ａ，Ｂ，Ｄ区画も募集中であり、賃料等の条件は異なりますのでお気軽にご相談ください。 テナント面積は相談可能です。 出店業種、看板設置代、廃棄物処理費等は別途協議といたします。 営業可能時間は西村ジョイに準じて、９時～２０時となります。 貸主様にて利用中ですが、内見、現地打ち合わせは可能です。,515.20㎡,-,3階建/1階,有　無料,有　無料,準工業　２種住居,3年,-,なし,6986129619,2025/04/28,不明,,,
681acd9ced5168205e52f3c4,22万円,6ヶ月/なし,ＪＲ高徳線 / 高松駅 徒歩3分,香川県高松市西の丸町,2016年6月(築10年1ヶ月),-,貸店舗（一部）,6ヶ月/なし,-,-,-,-,じゃこ丸ビル ５階　南,居抜き　飲食店可　最上階　国道沿いに面する,収納スペース　エレベーター　ビルトインエアコン　多機能トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 他所在地：１３番地５　１３番地７ 主要採光面：南向き,92.00㎡,-,5階建/5階,-,-,-,3年,-,なし,6986206533,2025/05/07,可,,,
682559e2990e3375d4f1d836,6.05万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市塩屋町,1978年9月(築47年10ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩5分 高松琴平電鉄志度線 / 瓦町駅 徒歩5分,貸店舗・事務所(一部),3ヶ月/なし,-,-,水道料：687円/月,-,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ２０３,24時間利用可　土曜日利用可　土日・祝日利用可　リノベーション,男女別トイレ　エレベーター　給湯　エアコン　冷房　トイレ,ＩＴ重説対応物件,20.68㎡,-,7階建/2階,なし,なし,-,2年,-,-,1112258806,2025/05/15,不明,,,2025年04月　　内容：共用部美装！
682a928cd63cad3855bc8266,15万円,2ヶ月/なし,高松琴平電鉄長尾線 / 花園駅 徒歩10分,香川県高松市上福岡町,1991年2月(築35年5ヶ月),高松琴平電鉄長尾線 / 林道駅 徒歩14分,貸店舗・事務所(一部),2ヶ月/なし,-,-,-,-,201,居抜き　土日・祝日利用可　１フロア１テナント,男女別トイレ　エレベーター　給湯　トイレ,賃貸保証等：加入要 ＵＳＥＮ　賃料１ヵ月分,157.80㎡,-,5階建/2階,有　無料　空き1台,有　無料,-,2年,-,-,6986360802,2026/02/23,不明,可,,
682a97c00113b83abe1a03d1,16.5万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩10分,香川県高松市鍛冶屋町,1991年9月(築34年10ヶ月),ＪＲ高徳線 / 高松駅 徒歩14分 ＪＲ予讃線 / 高松駅 徒歩14分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,ツゥーフィートビル 5-B,スケルトン　土日・祝日利用可　飲食店可　最上階　耐震構造(新耐震基準)　天井高２.５ｍ以上,防犯カメラ　エレベーター　動力あり　インターネット対応　有線放送,賃貸保証等：加入要 ＵＳＥＮ賃貸保証 バルコニー：あり 主要採光面：北向き,61.62㎡,-,5階建/5階,-,-,商業地域,2031年03月30日まで,定期借家,新賃料 1ヶ月,6986361444,2026/04/27,可,可,,
6833f5d6c196ea30e30ea1ee,15万円,6ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩5分,香川県高松市今新町,1975年5月(築51年2ヶ月),-,貸店舗（一部）,6ヶ月/なし,-,-,-,-,大内ビル 1階,居抜き　飲食店可,エアコン　多機能トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 今新町　１階路面店　居抜き物件 軽飲食可！！　即営業できます！,69.03㎡,-,3階建/1階,なし,-,-,3年,-,なし,6986442377,2025/05/27,可,,,
68362b1196571f4ba1d7d943,5万円,2ヶ月/なし,高松琴平電鉄琴平線 / 空港通り駅 徒歩29分,香川県高松市香川町大野,1996年11月(築29年8ヶ月),-,貸店舗・事務所(一部),2ヶ月/なし,-,-,-,-,スモールショップ　２Ｆ北側入口西側 ２階一部,土日・祝日利用可　大型トラック搬入可　24時間セキュリティー　天井高２.５ｍ以上　バリアフリー　保証人不要,荷積みスペース　無線ＬＡＮ　男女別トイレ　施設内貸会議室　オープンキッチン　防犯カメラ　敷地内ＡＥＤ有　エレベーター２基以上　エレベーター　人荷用エレベーター　車寄せスペース　ビルトインエアコン　火災警報器（報知機）　インターネット対応　トイレ２ヶ所　トイレ　障がい者等用駐車場,賃貸保証等：加入要 カーサ家賃保証、参考賃料１ヵ月 他所在地：ウイングポートショッピングセンター２階一部 ＩＴ重説対応物件 法人登記可能、車庫証明 可能、 本物件は９．２坪ですが、ほかに２４．８坪もあります。 区画壁は貸主負担、リースライン部壁出入口は借主負担 ２階隣接び香川町商工会議所あり １階ＡＴＭあり 共用ｗｉｆｉ以外なら専用光電話回線引き込みＯＫ,30.50㎡,-,2階建/2階,有　無料,有　無料,-,3年,-,なし,6986459208,2025/10/23,不明,可,,
68363e5e5de080734497111d,4万円,2ヶ月/なし,高松琴平電鉄琴平線 / 空港通り駅 徒歩29分,香川県高松市香川町大野,1996年11月(築29年8ヶ月),-,貸店舗・事務所(一部),2ヶ月/なし,-,-,-,-,スモールショップ　中央南側 ２階一部,土日・祝日利用可　大型トラック搬入可　24時間セキュリティー　天井高２.５ｍ以上　バリアフリー　保証人不要,荷積みスペース　無線ＬＡＮ　男女別トイレ　施設内貸会議室　防犯カメラ　敷地内ＡＥＤ有　エレベーター２基以上　エレベーター　人荷用エレベーター　車寄せスペース　ビルトインエアコン　火災警報器（報知機）　インターネット対応　トイレ２ヶ所　トイレ　障がい者等用駐車場,賃貸保証等：加入要 カーサ家賃保証、参考賃料１ヵ月 他所在地：ウイングポートショッピングセンター２階一部 ＩＴ重説対応物件 法人登記可能、車庫証明 可能、 本物件は５．７４坪ですが、ほかに２４．８坪もあります。 区画壁は貸主負担、リースライン部壁出入口は借主負担 ２階隣接び香川町商工会議所あり １階ＡＴＭあり 共用ｗｉｆｉ以外なら専用光電話回線引き込みＯＫ,19.00㎡,-,2階建/2階,有　無料,有　無料,-,3年,-,なし,6986459231,2026/02/23,不明,可,,
6836b1a3edabdc2b84828858,10万円,3ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩4分,香川県高松市百間町,1991年1月(築35年6ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,"商店街　入町料：10,000円","商店街費：3,660円/月",-,ＹＩビル,-,トイレ,賃貸保証等：加入要 ＵＳＥＮ　ＴＲＵＳＴ、全保連,39.35㎡,-,2階建/2階,-,-,-,3年,-,-,6986466223,2025/05/29,不明,,,
