supplier_id,name,type,local_or_online,official_url,google_maps_url,main_items,delivery_available,pickup_available,notes,source_category,product_tags,fruit_tags,coffee_tags,dairy_tags,tea_tags,syrup_tags,powder_tags,cup_tags,container_tags,packaging_tags,cleaning_tags,machine_tags,ice_tags,other_tags,strength_tags,order_methods,minimum_order,minimum_amount,delivery_area,delivery_days,payment_methods,business_hours,closed_days,target_customers,last_verified,source_url,info_confidence,research_status,notes_research
COF015,TAOCA COFFEE,スペシャルティ・OEM,オンライン,https://taocacoffee.jp/wholesale.html,https://www.google.com/maps/search/?api=1&query=TAOCA COFFEE,スペシャルティ,,,○ / OEM・PB対応。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / カップ対応 / おしぼり対応 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF016,日向珈琲,スペシャルティロースター,オンライン,https://store.hyuga.coffee/collections/wholesale,https://www.google.com/maps/search/?api=1&query=日向珈琲,スペシャルティ,,,少量卸対応。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF017,PORTERS COFFEE,業務用コーヒー,オンライン,https://porters-coffee.com/pages/wholesale,https://www.google.com/maps/search/?api=1&query=PORTERS COFFEE,スペシャルティ,,,卸販売・開業相談。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF018,小川珈琲 業務用オンラインショップ,業務用コーヒー・喫茶材料,オンライン,https://ogawa-pro.jp,https://www.google.com/maps/search/?api=1&query=小川珈琲,ブレンド・スペシャルティ,,,紅茶・輸入食品・喫茶材料あり。,coffee,,,ブレンド・スペシャルティ / 焙煎,,,,,,,,,,,,ドリップ / デカフェ / カップ対応 / おしぼり対応 / その他消耗品 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF019,COFFEE MARKET（三洋産業）,コーヒー資材・OEM,オンライン,https://coffeemarket.jp/,https://www.google.com/maps/search/?api=1&query=三洋産業 COFFEE MARKET,コーヒー資材,,,,coffee,,,コーヒー資材,,,,,,,,,,,,マシン販売 / カップ対応 / リッド対応 / ストロー対応 / おしぼり対応 / その他消耗品:ドリップバッグ・包装資材・抽出器具。,,,,,,,,,,,,,,
COF020,卸のカイコム,カフェ包材・消耗品,オンライン,https://www.mizunoes.com/c/32/32006,,包材,,,,coffee,,,包材,,,,,,,,,,,,カップ対応 / リッド対応 / ストロー対応 / おしぼり対応 / バリスタ研修:カップ・蓋・ストロー・おしぼり等。消耗品カテゴリにも登録予定。,,,,,,,,,,,,,,
COF021,UCCコーヒープロフェッショナル,総合サプライヤー,オンライン,https://www.ucc.co.jp/professional/,https://www.google.com/maps/search/?api=1&query=UCCコーヒープロフェッショナル,レギュラー・エスプレッソ・スペシャルティ,,,業務用コーヒー、食材、マシン、開業支援。,coffee,,,レギュラー・エスプレッソ・スペシャルティ / 自社焙煎,,,,,,,,,,,,ドリップ / デカフェ / オーガニック / マシンリース / マシンレンタル / カップ対応 / リッド対応 / ストロー対応 / おしぼり対応 / その他消耗品 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF022,キーコーヒー株式会社,総合サプライヤー,オンライン,https://www.keycoffee.co.jp/business/,https://www.google.com/maps/search/?api=1&query=キーコーヒー株式会社,レギュラー・エスプレッソ,,,喫茶材料・マシン・開業サポート。,coffee,,,レギュラー・エスプレッソ / 自社焙煎,,,,,,,,,,,,ドリップ / デカフェ / オーガニック / マシンリース / マシンレンタル / カップ対応 / リッド対応 / ストロー対応 / おしぼり対応 / その他消耗品 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF023,味の素AGFプロフェッショナル,総合サプライヤー,オンライン,https://agf.ajinomoto.co.jp/pro/,https://www.google.com/maps/search/?api=1&query=AGFプロフェッショナル,レギュラー・インスタント,,,法人向けコーヒー・ドリンク提案。,coffee,,,レギュラー・インスタント / 自社焙煎,,,,,,,,,,,,ドリップ / デカフェ / オーガニック / マシンリース / バリスタ研修,,,,,,,,,,,,,,
COF024,三本珈琲株式会社,総合サプライヤー,オンライン,https://www.mmc-coffee.co.jp/,https://www.google.com/maps/search/?api=1&query=三本珈琲株式会社,レギュラー・エスプレッソ,,,ホテル・外食向け実績多数。,coffee,,,レギュラー・エスプレッソ / 自社焙煎,,,,,,,,,,,,ドリップ / デカフェ / オーガニック / マシンリース / マシンレンタル / カップ対応 / リッド対応 / ストロー対応 / おしぼり対応 / バリスタ研修,,,,,,,,,,,,,,
COF025,キャラバンコーヒー,総合サプライヤー,オンライン,https://www.caravan-coffee.com/,https://www.google.com/maps/search/?api=1&query=キャラバンコーヒー,レギュラー・スペシャルティ,,,業務用卸・開業支援。,coffee,,,レギュラー・スペシャルティ / 自社焙煎,,,,,,,,,,,,ドリップ / デカフェ / マシンリース / マシンレンタル / カップ対応 / バリスタ研修,,,,,,,,,,,,,,
COF026,ワタル株式会社 コーヒー事業,生豆商社,オンライン,https://www.wataru.co.jp/,https://www.google.com/maps/search/?api=1&query=ワタル株式会社 コーヒー,生豆・焙煎豆,,,生豆輸入・焙煎提案。,coffee,,,生豆・焙煎豆,,,,,,,,,,,,ドリップ / デカフェ,,,,,,,,,,,,,,
COF027,ユニオン株式会社,生豆商社,オンライン,https://www.union-coffee.co.jp/,https://www.google.com/maps/search/?api=1&query=ユニオン株式会社 コーヒー,生豆・焙煎豆,,,業務用生豆・焙煎豆。,coffee,,,生豆・焙煎豆,,,,,,,,,,,,ドリップ / デカフェ,,,,,,,,,,,,,,
COF028,富士珈機株式会社,焙煎機メーカー,オンライン,https://www.fujiko-ki.co.jp/,https://www.google.com/maps/search/?api=1&query=富士珈機株式会社,,,,,coffee,,,,,,,,,,,,,,,マシンリース / マシンレンタル / カップ対応 / その他消耗品 / 開業支援 / バリスタ研修:焙煎機・グラインダー・開業支援。,,,,,,,,,,,,,,
COF029,ラッキーコーヒーマシン株式会社,エスプレッソマシン,オンライン,https://www.lucky-coffee-machine.co.jp/,https://www.google.com/maps/search/?api=1&query=ラッキーコーヒーマシン,,,,,coffee,,,,,,,,,,,,,,,マシンリース / マシンレンタル / カップ対応 / その他消耗品 / 開業支援 / バリスタ研修:LA MARZOCCO等の正規代理店。,,,,,,,,,,,,,,
COF030,FMI,厨房・コーヒー機器,オンライン,https://www.fmi.co.jp/,https://www.google.com/maps/search/?api=1&query=FMI コーヒー,,,,,coffee,,,,,,,,,,,,,,,マシンリース / マシンレンタル / カップ対応 / その他消耗品 / 開業支援 / バリスタ研修:業務用厨房・コーヒーマシン。,,,,,,,,,,,,,,
COF031,ボンマック,抽出機器メーカー,オンライン,https://www.bonmac.co.jp/,https://www.google.com/maps/search/?api=1&query=BONMAC,,,,ドリップ・グラインダー。,coffee,,,,,,,,,,,,,,,マシンリース,,,,,,,,,,,,,,
COF032,Kalita,抽出器具メーカー,オンライン,https://www.kalita.jp/,https://www.google.com/maps/search/?api=1&query=Kalita,,,,業務用抽出器具。,coffee,,,,,,,,,,,,,,,マシンリース,,,,,,,,,,,,,,
COF033,HARIO,抽出器具メーカー,オンライン,https://www.hario.com/,https://www.google.com/maps/search/?api=1&query=HARIO,,,,V60・業務用器具。,coffee,,,,,,,,,,,,,,,マシンリース,,,,,,,,,,,,,,
COF034,メリタジャパン,コーヒー機器,オンライン,https://www.melitta.co.jp/,https://www.google.com/maps/search/?api=1&query=メリタジャパン,,,,業務用抽出機器。,coffee,,,,,,,,,,,,,,,マシンリース / マシンレンタル,,,,,,,,,,,,,,
COF035,ネスレプロフェッショナル,総合サプライヤー,オンライン,https://www.nestleprofessional.jp/,https://www.google.com/maps/search/?api=1&query=ネスレプロフェッショナル,コーヒー・ドリンク,,,NESCAFÉ業務用。,coffee,,,コーヒー・ドリンク,,,,,,,,,,,,ドリップ / デカフェ / マシンリース / マシンレンタル / カップ対応 / リッド対応 / ストロー対応 / バリスタ研修,,,,,,,,,,,,,,
COF036,ブルーマチックジャパン,コーヒーマシン,オンライン,https://www.brewmatic.co.jp/,https://www.google.com/maps/search/?api=1&query=ブルーマチックジャパン,,,,業務用マシン。,coffee,,,,,,,,,,,,,,,マシンリース / マシンレンタル,,,,,,,,,,,,,,
COF037,ラ・マルゾッコジャパン,エスプレッソマシン,オンライン,https://jp.lamarzocco.com/,https://www.google.com/maps/search/?api=1&query=ラ・マルゾッコ ジャパン,,,,エスプレッソマシン。,coffee,,,,,,,,,,,,,,,マシンリース / マシンレンタル,,,,,,,,,,,,,,
COF038,MAZZER,グラインダー,オンライン,https://www.mazzer.com/,https://www.google.com/maps/search/?api=1&query=Mazzer,,,,業務用グラインダー。,coffee,,,,,,,,,,,,,,,マシンリース,,,,,,,,,,,,,,
COF039,EK43(Mahlkönig),グラインダー,オンライン,https://www.mahlkoenig.com/,https://www.google.com/maps/search/?api=1&query=Mahlkonig,,,,業務用グラインダー。,coffee,,,,,,,,,,,,,,,マシンリース,,,,,,,,,,,,,,
COF040,Ditting,グラインダー,オンライン,https://www.ditting.com/,https://www.google.com/maps/search/?api=1&query=Ditting,,,,業務用グラインダー。,coffee,,,,,,,,,,,,,,,マシンリース,,,,,,,,,,,,,,
COF041,海ノ向こうコーヒー,生豆商社・スペシャルティ,オンライン,https://uminomukou.com/,https://www.google.com/maps/search/?api=1&query=海ノ向こうコーヒー,スペシャルティ・生豆,,,フェアトレード・トレーサブルコーヒー。,coffee,,,スペシャルティ・生豆,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売,,,,,,,,,,,,,,
COF042,ONIBUS COFFEE Wholesale,スペシャルティロースター,オンライン,https://onibuscoffee.com/pages/wholesale,https://www.google.com/maps/search/?api=1&query=ONIBUS COFFEE,スペシャルティ,,,卸販売・開業相談。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF043,LIGHT UP COFFEE Wholesale,スペシャルティロースター,オンライン,https://lightupcoffee.com/pages/wholesale,https://www.google.com/maps/search/?api=1&query=LIGHT UP COFFEE,スペシャルティ,,,カフェ・ホテル向け卸。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF044,WOODBERRY COFFEE Wholesale,スペシャルティロースター,オンライン,https://woodberrycoffee.com/pages/wholesale,https://www.google.com/maps/search/?api=1&query=WOODBERRY COFFEE,スペシャルティ,,,卸・トレーニング対応。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF045,REC COFFEE Wholesale,スペシャルティロースター,オンライン,https://rec-coffee.com/,https://www.google.com/maps/search/?api=1&query=REC COFFEE,スペシャルティ,,,国内外の大会実績。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF046,NOZY COFFEE Wholesale,スペシャルティロースター,オンライン,https://nozycoffee.jp/,https://www.google.com/maps/search/?api=1&query=NOZY COFFEE,シングルオリジン,,,シングルオリジン専門。,coffee,,,シングルオリジン / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF047,猿田彦珈琲 法人向け,スペシャルティロースター,オンライン,https://sarutahiko.jp/,https://www.google.com/maps/search/?api=1&query=猿田彦珈琲,スペシャルティ,,,法人・卸相談窓口あり。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF048,丸山珈琲 BtoB,スペシャルティロースター,オンライン,https://www.maruyamacoffee.com/,https://www.google.com/maps/search/?api=1&query=丸山珈琲,スペシャルティ,,,業務用卸・バリスタ教育。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF049,堀口珈琲 卸販売,スペシャルティロースター,オンライン,https://www.kohikobo.co.jp/,https://www.google.com/maps/search/?api=1&query=堀口珈琲,スペシャルティ,,,スペシャルティコーヒー専門。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF050,FUGLEN COFFEE Wholesale,スペシャルティロースター,オンライン,https://fuglencoffee.jp/,https://www.google.com/maps/search/?api=1&query=FUGLEN COFFEE,スペシャルティ,,,北欧スタイル。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF051,GLITCH COFFEE,スペシャルティロースター,オンライン,https://glitchcoffee.com/,https://www.google.com/maps/search/?api=1&query=GLITCH COFFEE,スペシャルティ,,,シングルオリジン中心。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF052,Kurasu Coffee Wholesale,スペシャルティロースター,オンライン,https://kurasu.kyoto/,https://www.google.com/maps/search/?api=1&query=Kurasu Coffee,スペシャルティ,,,海外展開実績あり。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF053,Weekenders Coffee,スペシャルティロースター,オンライン,https://weekenderscoffee.com/,https://www.google.com/maps/search/?api=1&query=Weekenders Coffee,スペシャルティ,,,京都ロースター。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF054,LILO COFFEE ROASTERS,スペシャルティロースター,オンライン,https://lilocoffee.com/,https://www.google.com/maps/search/?api=1&query=LILO COFFEE,スペシャルティ,,,大阪の人気ロースター。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF055,Mel Coffee Roasters,スペシャルティロースター,オンライン,https://melcoffeeroasters.com/,https://www.google.com/maps/search/?api=1&query=Mel Coffee Roasters,スペシャルティ,,,大阪。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF056,LiLo Coffee Kissa,スペシャルティロースター,オンライン,https://coffee.liloinveve.com/,https://www.google.com/maps/search/?api=1&query=LiLo Coffee Kissa,スペシャルティ,,,大阪。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF057,ABOUT US COFFEE,スペシャルティロースター,オンライン,https://aboutuscoffee.jp/,https://www.google.com/maps/search/?api=1&query=ABOUT US COFFEE,スペシャルティ,,,名古屋。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF058,ETHICUS Coffee Roasters,スペシャルティロースター,オンライン,https://ethicus.jp/,https://www.google.com/maps/search/?api=1&query=ETHICUS Coffee Roasters,スペシャルティ,,,静岡。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF059,Passage Coffee,スペシャルティロースター,オンライン,https://passagecoffee.com/,https://www.google.com/maps/search/?api=1&query=Passage Coffee,スペシャルティ,,,東京。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
COF060,Leaves Coffee Roasters,スペシャルティロースター,オンライン,https://leavescoffee.jp/,https://www.google.com/maps/search/?api=1&query=Leaves Coffee Roasters,スペシャルティ,,,東京。,coffee,,,スペシャルティ / 自家焙煎,,,,,,,,,,,,ドリップ / デカフェ / フェアトレード / マシン販売 / 開業支援 / バリスタ研修,,,,,,,,,,,,,,
CON001,シモジマ,総合包材メーカー,オンライン,https://www.shimojima.co.jp/,https://www.google.com/maps/search/?api=1&query=シモジマ,紙カップ・プラカップ・袋・包装資材,可,,業界最大手。,consumables,,,,,,,,カップ / リッド / ストロー,紙カップ・プラカップ・袋・包装資材,おしぼり / ナプキン / テイクアウト袋,,,,,カップ / リッド / ストロー / おしぼり / ナプキン / テイクアウト袋,,要確認,,,,,,,,,,,,
CON002,HEIKO（シモジマPB）,包装資材,オンライン,https://www.heiko.jp/,,紙カップ・袋・包装資材,可,,シモジマPB。,consumables,,,,,,,,カップ / リッド / ストロー,紙カップ・袋・包装資材,おしぼり / ナプキン / テイクアウト袋,,,,,カップ / リッド / ストロー / おしぼり / ナプキン / テイクアウト袋,,要確認,,,,,,,,,,,,
CON003,パックスタイル,食品容器メーカー,オンライン,https://www.packstyle.jp/,,食品容器・紙カップ・弁当容器,可,,飲食向け。,consumables,,,,,,,,カップ / リッド / ストロー,食品容器・紙カップ・弁当容器,ナプキン,,,,,カップ / リッド / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON004,折兼,食品包装資材,オンライン,https://www.orikane.co.jp/,,食品容器・包装資材,可,,食品包装専門。,consumables,,,,,,,,カップ / リッド / ストロー,食品容器・包装資材,ナプキン,,,,,カップ / リッド / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON005,ストア・エキスプレス,店舗用品,オンライン,https://www.store-express.com/,,店舗什器・包装資材,可,,店舗用品総合。,consumables,,,,,,,,カップ / ストロー,店舗什器・包装資材,ナプキン,,,,,カップ / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON006,モノタロウ,総合資材,オンライン,https://www.monotaro.com/,,消耗品全般,可,,店舗備品全般。,consumables,,,,,,,,カップ / リッド / ストロー,消耗品全般,おしぼり / ナプキン / テイクアウト袋,,,,,カップ / リッド / ストロー / おしぼり / ナプキン / テイクアウト袋,,要確認,,,,,,,,,,,,
CON007,ASKUL,オフィス・店舗用品,オンライン,https://www.askul.co.jp/,,紙コップ・備品,可,,翌日配送。,consumables,,,,,,,,カップ / リッド / ストロー,紙コップ・備品,おしぼり / ナプキン / テイクアウト袋,,,,,カップ / リッド / ストロー / おしぼり / ナプキン / テイクアウト袋,,要確認,,,,,,,,,,,,
CON008,LOHACO法人,店舗用品,オンライン,https://lohaco.yahoo.co.jp/business/,,店舗消耗品,可,,法人向け。,consumables,,,,,,,,カップ / リッド / ストロー,店舗消耗品,おしぼり / ナプキン / テイクアウト袋,,,,,カップ / リッド / ストロー / おしぼり / ナプキン / テイクアウト袋,,要確認,,,,,,,,,,,,
CON009,カウネット,店舗用品,オンライン,https://www.kaunet.com/,,店舗備品,可,,法人向け。,consumables,,,,,,,,カップ / リッド / ストロー,店舗備品,おしぼり / ナプキン / テイクアウト袋,,,,,カップ / リッド / ストロー / おしぼり / ナプキン / テイクアウト袋,,要確認,,,,,,,,,,,,
CON010,テンポス,厨房・消耗品,オンライン,https://www.tenpos.com/,,厨房用品・包材,可,,飲食店専門。,consumables,,,,,,,,カップ / リッド / ストロー,厨房用品・包材,ナプキン,,,,,カップ / リッド / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON011,プロ厨房ヒット,厨房用品,オンライン,https://www.pro-hit.jp/,,厨房用品・消耗品,可,,飲食店向け。,consumables,,,,,,,,カップ / ストロー,厨房用品・消耗品,ナプキン,,,,,カップ / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON012,cotta Business,製菓・包材,オンライン,https://www.cotta.jp/,,包材・製菓資材,可,,製菓向け。,consumables,,,,,,,,カップ / リッド,包材・製菓資材,おしぼり / ナプキン,,,,,カップ / リッド / おしぼり / ナプキン,,要確認,,,,,,,,,,,,
CON013,富澤商店Business,製菓資材,オンライン,https://tomiz.com/,,包材・製菓用品,可,,製菓材料。,consumables,,,,,,,,カップ / ストロー,包材・製菓用品,ナプキン,,,,,カップ / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON014,アスクル メディカル,衛生用品,オンライン,https://www.askul.co.jp/,,おしぼり・衛生用品,可,,衛生用品。,consumables,,,,,,,,,おしぼり・衛生用品,,,,,,,,,,,,,,,,,,,,
CON015,大黒工業,カトラリー・おしぼり,オンライン,https://www.daikoku-com.co.jp/,,おしぼり・カトラリー・紙製品,可,,飲食店向け。,consumables,,,,,,,,,おしぼり・カトラリー・紙製品,,,,,,,,要確認,,,,,,,,,,,,
CON016,尚美堂,紙製品メーカー,オンライン,https://www.fuji-shobido.com/,,紙ナプキン・紙コップ,可,,紙製品。,consumables,,,,,,,,,紙ナプキン・紙コップ,,,,,,,,要確認,,,,,,,,,,,,
CON017,溝端紙工印刷,紙コップOEM,オンライン,https://www.mizobata.co.jp/,,紙コップOEM,可,,オリジナル印刷。,consumables,,,,,,,,カップ / ストロー,紙コップOEM,ナプキン,,,,,カップ / ストロー / ナプキン,,,,,,,,,,,,,,
CON018,日本デキシー,紙カップメーカー,オンライン,https://www.dixie.co.jp/,,紙カップ・食品容器,可,,紙カップ大手。,consumables,,,,,,,,カップ / リッド / ストロー,紙カップ・食品容器,ナプキン,,,,,カップ / リッド / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON019,SMPテクニカ,プラカップメーカー,オンライン,https://www.smp-technica.com/,,PETカップ・食品容器,可,,透明カップ。,consumables,,,,,,,,カップ / リッド / ストロー,PETカップ・食品容器,ナプキン,,,,,カップ / リッド / ストロー / ナプキン,,要確認,,,,,,,,,,,,
CON020,東罐興業,紙容器メーカー,オンライン,https://www.tokan.co.jp/,,紙コップ・食品容器,可,,紙容器メーカー。,consumables,,,,,,,,カップ / リッド / ストロー,紙コップ・食品容器,ナプキン,,,,,カップ / リッド / ストロー / ナプキン,,要確認,,,,,,,,,,,,
MAT001,明治,乳製品メーカー,オンライン,https://www.meiji.co.jp/,https://www.google.com/maps/search/?api=1&query=株式会社明治,牛乳・生クリーム・ホイップ・ヨーグルト・チーズ・バター,,,業務用ブランドあり。,materials,,,,乳製品,,,,,,,,,,牛乳・生クリーム・ホイップ・ヨーグルト・チーズ・バター,業務用ブランドあり。,,,,全国,,,,,,,,,,
MAT002,森永乳業,乳製品メーカー,オンライン,https://www.morinagamilk.co.jp/,https://www.google.com/maps/search/?api=1&query=森永乳業株式会社,牛乳・ホイップ・ヨーグルト・チーズ,,,業務用商品あり。,materials,,,,乳製品,,,,,,,,,,牛乳・ホイップ・ヨーグルト・チーズ,業務用商品あり。,,,,全国,,,,,,,,,,
MAT003,雪印メグミルク,乳製品メーカー,オンライン,https://www.meg-snow.com/,https://www.google.com/maps/search/?api=1&query=雪印メグミルク株式会社,牛乳・チーズ・バター・生クリーム,,,業務用商品あり。,materials,,,,乳製品,,,,,,,,,,牛乳・チーズ・バター・生クリーム,業務用商品あり。,,,,全国,,,,,,,,,,
MAT004,タカナシ乳業,乳製品メーカー,オンライン,https://www.takanashi-milk.co.jp/,https://www.google.com/maps/search/?api=1&query=タカナシ乳業株式会社,生クリーム・牛乳・バター・ヨーグルト,,,カフェ採用実績多数。,materials,,,,乳製品,,,,,,,,,,生クリーム・牛乳・バター・ヨーグルト,カフェ採用実績多数。,,,,全国,,,,,,,,,,
MAT005,中沢乳業,乳製品メーカー,オンライン,https://www.nakazawa.co.jp/,https://www.google.com/maps/search/?api=1&query=中沢乳業株式会社,生クリーム・牛乳・バター,,,製菓・カフェ向け。,materials,,,,乳製品,,,,,,,,,,生クリーム・牛乳・バター,製菓・カフェ向け。,,,,全国,,,,,,,,,,
MAT006,四国乳業,乳製品メーカー,ローカル,https://www.rakuren.co.jp/,https://www.google.com/maps/search/?api=1&query=四国乳業株式会社,牛乳・ヨーグルト・乳飲料,,,らくれんブランド。,materials,,,,乳製品,,,,,,,,,,牛乳・ヨーグルト・乳飲料,らくれんブランド。,,,,四国,,,,,,,,,,
MAT007,MONIN,シロップメーカー,オンライン,https://www.monin.com/,https://www.google.com/maps/search/?api=1&query=MONIN,シロップ・ソース・フラッペ,,,カフェ定番ブランド。,materials,,,,,,シロップ,,,,,,,,シロップ・ソース・フラッペ,カフェ定番ブランド。,,,,世界,,,,,,,,,,
MAT008,1883 Maison Routin,シロップメーカー,オンライン,https://www.1883.com/,https://www.google.com/maps/search/?api=1&query=1883 Maison Routin,シロップ・ソース,,,フランスブランド。,materials,,,,,,シロップ,,,,,,,,シロップ・ソース,フランスブランド。,,,,世界,,,,,,,,,,
MAT009,Torani,シロップメーカー,オンライン,https://shop.torani.com/,https://www.google.com/maps/search/?api=1&query=Torani,シロップ・ソース・フラッペ,,,米国ブランド。,materials,,,,,,シロップ,,,,,,,,シロップ・ソース・フラッペ,米国ブランド。,,,,世界,,,,,,,,,,
MAT010,DaVinci Gourmet,シロップメーカー,オンライン,https://www.davincigourmet.com/,https://www.google.com/maps/search/?api=1&query=DaVinci Gourmet,シロップ・ソース,,,業務用。,materials,,,,,,シロップ,,,,,,,,シロップ・ソース,業務用。,,,,世界,,,,,,,,,,
MAT011,Ghirardelli,チョコレートソース,オンライン,https://www.ghirardelli.com/,https://www.google.com/maps/search/?api=1&query=Ghirardelli,チョコレートソース・キャラメル,,,カフェ・デザート向け。,materials,,,,,,,,,,,,,,チョコレートソース・キャラメル,カフェ・デザート向け。,,,,世界,,,,,,,,,,
MAT012,HERSHEY'S Foodservice,チョコレートメーカー,オンライン,https://www.thehersheycompany.com/,https://www.google.com/maps/search/?api=1&query=Hershey Foodservice,チョコソース・ココア,,,業務用ラインあり。,materials,,,,,,,,,,,,,,チョコソース・ココア,業務用ラインあり。,,,,世界,,,,,,,,,,
MAT013,ヴァローナ,チョコレートメーカー,オンライン,https://www.valrhona.com/,https://www.google.com/maps/search/?api=1&query=Valrhona,チョコレート・ココア,,,高級チョコレート。,materials,,,,,,,,,,,,,,チョコレート・ココア,高級チョコレート。,,,,世界,,,,,,,,,,
MAT014,森半,抹茶メーカー,オンライン,https://www.kataoka.com/morihan/,https://www.google.com/maps/search/?api=1&query=森半,抹茶・ほうじ茶,,,カフェ向け抹茶。,materials,,,,,茶類,,,,,,,,,抹茶・ほうじ茶,カフェ向け抹茶。,,,,日本,,,,,,,,,,
MAT015,丸久小山園,抹茶メーカー,オンライン,https://www.marukyu-koyamaen.co.jp/,https://www.google.com/maps/search/?api=1&query=丸久小山園,抹茶,,,製菓・カフェ採用多数。,materials,,,,,茶類,,,,,,,,,抹茶,製菓・カフェ採用多数。,,,,日本,,,,,,,,,,
MAT016,山政小山園,抹茶メーカー,オンライン,https://www.yamamasa-koyamaen.co.jp/,https://www.google.com/maps/search/?api=1&query=山政小山園,抹茶,,,宇治抹茶。,materials,,,,,茶類,,,,,,,,,抹茶,宇治抹茶。,,,,日本,,,,,,,,,,
MAT017,共栄製茶（森半）,日本茶メーカー,オンライン,https://www.kyoeiseicha.co.jp/,https://www.google.com/maps/search/?api=1&query=共栄製茶,抹茶・ほうじ茶・緑茶,,,業務用対応。,materials,,,,,茶類,,,,,,,,,抹茶・ほうじ茶・緑茶,業務用対応。,,,,日本,,,,,,,,,,
